F_UserName,User_nIdx,F_Comment,Comment_nIdx
米卫兵是脑瘫,628,米哈游是什么，米田共舔狗的化粪池[大便][大便][大便],320
U1qui0rra,1846,国产游戏 玩你麻痹[嘻嘻],321
给贫道来碗酒,113,药店碧莲吧你们可,322
柳树树76,926,滚,323
善良温柔又纯洁的鹤叔叔,1607,  已经完全不要脸了,324
double_damn,1297,太恶心了,325
秋雨夜阑,2652,加油[肌肉],326
昵称6785,1724,粪池,327
QWDFRE,1323,抽ps4啊？ 能不能把ps4换成switch？再加一张《塞尔达 荒野之息》的游戏卡 这样我就可以提前玩到你们呕心沥血制作的国产精品了,328
你怎么可以吃猪肉,2452,那些反问句问抄了什么的米卫兵，这游戏完美还原你妈出殡现场[嘻嘻] 懂？,329
_鄧建安,330,策划又出来送妈了,330
写作文的小头儿子,751,[竖中指]国产游戏终于走出了抄袭之路[竖中指]  [竖中指] 直接跌入100%复刻的深渊[竖中指],331
雨取红叶,1969,吃瓜吃瓜,332
色图雷达启动,1460,居然没控评,333
兵长死面瘫,882, ,334
黄颖的黄n黄颖的颖,325,赤裸裸的cx,335
元梦星,2606,我觉的只有一个办法可以拯救原神的口碑，那就是把它改为单机买断制。大家同意的点个赞,336
心焰飘零,1659,为什么不送NS呢,337
Lawliet-罗莱特,701,在？缝合怪？百变怪？,338
夏桐哦i,2086,我觉得一等奖应该换成NS＋塞尔达[二哈],339
不会说话的拉普兰德,2724,真的dd,340
林焕文201906,2728,原神将来会运用5G技术吗？,341
手指指天脚踏地,1579,你抄你妈呢,342
某某宇Lee,559,吃相真难看...但看起来好像还挺好玩的？[二哈],343
微笑是最好的莫样,1268,牛逼啊， 塞尔达都抄上了。一直以为这两年国产游戏进步大呀， 没想到你这一步就到3A大作。真是牛逼啊。真厉害[鼓掌][鼓掌][鼓掌]。   你尽管抄，    你要是能完全复刻一个塞尔达，那也算你厉害，   要是以后老任出一个游戏，你抄一个游戏，那但怕你可以干翻腾讯了。加油。  不过说实话任天堂哪有你牛逼哦[大拇指],344
用户6178590069,2183,缝合怪,345
caijzt,2090,贵公司的策划和设计的妈是不是应该移入墓地啊,346
Jerrylan一直在,2325,为什么不送switch呢,347
卡卡西的白毛浮绿水,1217, ,348
土澳涛,1941,醉了，辣鸡抄袭游戏，再好玩也不是你该赚的还是,349
真的拎不清,1282,不要逼脸……,350
在的话v我10吃饭,1316,博主，你这个塞尔达的mod怎么打的，急，在线等,351
好运小枣呀,2118,你抄你有理，任天堂肯定告不了你，打官司打不赢你。你厉害哦,352
昨日之GE,1787,抄吧，你火了，大家都抄，国产优秀独立作品越来越少，你挣的盆满钵满，国产游戏发展史上也必定有你的臭名嗷,353
lshnoodle,1191,不要13脸,354
SakuraTREEx,291,致玩家的信敢放微博吗，脸都不要了,355
建议微博尽快倒闭,1855,图片评论,356
老周叔叔啊,458,做原创很难，但这永远都不是抄袭的借口。,357
翔锅就是大象,16,新词，癌游,358
神探渣康,592,在中国许多圈子都有这种狗屎为苍蝇的效应 恶性循环 真他妈让我打心眼儿里恶心 不知廉耻 挑战道德底线 对得起自己中国的护照么？没骨气的东西  为了挣钱脸都不要,359
生涯最大詛呪,2055,什么时候玩家能被当做玩家来看待，而不是捞金桶呢？ 评论区的玩家们总是戾气很重，这究竟是中国玩家与生俱来的劣根性，还是被这种“借鉴”应付的游戏环境给毒害了呢？ 我们都期望着能够用语言暴力式的方式来改变现状，脑子里还幻想自己就好像是鲁迅用笔来唤醒麻木不仁的人一样，即便这未必正确。  ,360
三三喵呀,1502,请问什么时候能在ns上玩到原神呢[狗脸],361
司徒夙愿,2429,"什么时候""借鉴""只狼，不然天天捧着手提玩非常痛苦，如果""借鉴""成手机版，我肯定砸锅卖铁地氪",362
Y寻觅觅Y,566,在？送switch麼？,363
阿西墨夫,2176,跪着赚钱 国产骄傲,364
Ltiwx,2358,米哈游下个游戏准备抄什么我去玩玩,365
河馬BBQ,254,听到这原配就不想玩了,366
路障桑,2492,我对原神不求别的，只求你能有一些东西,367
_NAYO__,1072,垃圾抄袭游戏滚好吧[嘻嘻][嘻嘻][嘻嘻],368
把浪漫留给风,308,在？抽我一台NS好吗？,369
travis-B,1184,如果这个游戏活下来并且火了，那么以后中国的游戏就真的没救了。,370
LA-Ho,2004,烂泥扶不上墙，抄袭。这公司早就应该垮了,371
白雨幽花松间露,1781,  [doge],372
sex反转异装癖lesbian,1887,你这是要和东半球最强法务部比高矮,373
MignonNeiafu,2398,要是原神火了，那也太恶心了。,374
vocaloid丶亚北,2394,原神官方终于没装死了，我只搬运扩散这个帖子，怎么看，怎么理解那是你们的事情，美化自己也好，觉得没问题也好，都别来跟我撕行不？（复制粘贴）,375
鱼饼干_Z,108,为什么你只会抄袭？？？[费解][费解][费解],376
庭叔-JACK,421,你们米哈游只会拖累中国的游戏发展而已[摊手],377
阿B桑,655,？,378
START_DASH,584,你游有看辰东的小说肾虚吗？看看最新一章的章节名，好像还少了四个字的前缀，后面是天下无敌[二哈],379
Phobiaed,1398,多少大小？我怕我的switch带不动[可怜],380
庚酱好好吃,128,原神:绿帽之息[good],381
风语如歌wind,1828,等不及的建议先玩塞尔达嗷,382
大风车小火轮,1079,塞尔达和你们的“还原神作”都是游戏界的里程碑。前者是冠誉全球、带给无数人感动的神作；而你们如果在国内火了，将导致一个风投不再支持原创、全厂抄袭复制的时代来临。要不要当这个千古罪人，你们好自为之吧。,383
牛小洛nilo,212,好好看,384
哈库la马ta塔,768,垃圾，抄袭很赚钱？,385
洛白才不告诉你白不白,1962,崩二崩三都玩过氪过，曾经你是我心里最有希望变成手游大厂的公司，现在变成这个样子，粉转黑，不会再给你们充一分钱，等你们倒闭那天[微笑],386
Satune00,2110,有能力不去做反而这么明显地抄袭？真是让人失望， 不知道你们是怎么想的，看来中国人不配拥有好游戏这句话在这个场合完美体现了[黑线],387
LiJiaZheng0402,1950,抄袭抄得理直气壮 真的是佩服 当中国没人玩过塞尔达？,388
坏查理,2332,为何不送switch？,389
你滴兔爷,573,我们来比比谁的塞尔达做得好？,390
Lawliet-罗莱特,701,耻辱,391
巧克力-1771,585,国产塞尔达？,392
hoshif_星风,798, ,393
辉夜月luna,2726,：我国毕竟人口众多发展程度不均衡，所以粗制滥造的抄袭垃圾也有一堆人捧场，不奢求所有人都有版权意识都能舍得花两千玩旷野之息，只希望每个玩到这款游戏的人终有一天会明白，原神这种东西能端上我国的游戏台面是对每个游戏爱好者莫大的羞辱。（复制）,394
狐狐孤,842,看了封测视频，可玩性很高，基本可以媲美端游了，还是很期待，如果能活到公测，希望能有一个好的策划，不然玩家没把你骂死，就被自己人给玩死了[吃瓜],395
织哦哟哟哟,2360,为啥NS游戏你要送PS4?策反啦？,396
thetimeofrun,2080,为什么ios搜不到原神？,397
靠Qiang站,739,辣鸡[弱],398
拥抱世界37808,2634,安卓服最早到什么时候会上线呢？,399
吃火锅先点蛋炒饭,1010,17秒一瞬间眼泪迸发了出来，这不是哈特诺村?我曾经砍树，找名字里有达的人，跟小孩子玩，一点一滴的有了自己的家，有了一始村，看着樱达结婚。你tm说抄就抄?要脸吗?,400
鱼昧QAQ,1173,怎么不抽switch＋荒野之息实体卡套餐啊 毕竟是生你养你的人啊[嘻嘻],401
但你却说太遥远丶,653,老任快给发个律师函,402
下次还可以再见嘛,778,中奖,403
Sapphire_Dias_Phoenix,273,  这家米哈游做的原神的美术风格及各种要素几乎抄袭贵公司的塞尔达，麻烦处理一下,404
一口团子st,2127,我想说一句，希望手游安卓版加上手柄玩法，连接手柄的时候隐藏掉画面中的轮盘还有技能图标这样能开放视野画面也会简洁好看，望采纳[双手合十],405
叠起的滚滚,2650,2019年度最佳游戏原神预订，不服来辩[并不简单][并不简单],406
巧克力-1771,585,中奖礼品，我要 ns和塞尔达荒野之息,407
Gerard-Way,779,抄的爽吗 哈批东西,408
伊藤今天也不返图,1365,烂泥扶不上墙,409
恶魔面包201807,2517,自己写2000字论文真的痛苦，况且还是水课，还是随便抄一篇吧，反正老师也是心知肚明。然后看到了原神抄袭塞尔达：太无耻了。,410
能吃的香菜,1413,哇,411
啪la啪la芃,2349,  ,412
TOZZ_NextGen,84,这照搬式抄袭简直比语音卖挂还丢人,413
zx小堕,14,如果原神能火，能挣钱，那么中国游戏业就真的被毁了，你们背的起这个锅吗？,414
寒凉夜梦,2539,我就想说一下，我不是针对什么，英雄联盟抄袭dota2你们不也照样玩，腾讯QQ抄袭ICQ你们不也照样用，cf抄袭cs不也照样玩吗，不说游戏就你们熟知的tfboys的音乐不也抄袭吗【信仰之名抄袭炮姐主题曲】，再或者从国家的角度，辽宁舰歼20不都是这样来的吗，你们喷有什么用。,415
restaurant张,1649,真的丢中国人的脸,416
阿欧丝瑞,1525,如果做成了，技术提上去，有了经验，未来还是可期的,417
爱TM谁谁威震天,896,我TM花钱体验了塞尔达我就是有权利喷你们这群米卫兵…是谁给了你们错觉你们能白嫖了…而且还嫖的天经地义理直气壮的…,418
滥用公权利无马哦,2679,嘻嘻嘻嘻嘻拿云玩家说事的米卫兵们，可能是脑子8太好使，大家又不是安利或评论塞尔达咋样咋样，而是抵制抄袭，麻烦不要混淆概念了嗷[嘻嘻][给力]刚刚高考完建议去感受一下微博紧张氛围，好激励你们把九年义务学完嗷[给力],419
伊晗韵poi,694,[doge]观望中，失望归失望  奖还是要抽的，万一中了呢 ,420
卢本开_55挂,1380,你妈死了,421
零梦依晨,2544,建议一等奖抽的是NS而不是PS4[微笑],422
天中有肆,395,之前看了截图觉得一毛一样，今天和朋友聊起来了才找了视频来看，看完觉得这就是吧？？改了个名字就成自己的了？？游戏都这么好做真正做游戏的公司都活不下去了看看你们最后抄谁的[太开心][太开心][太开心]顺便以后米卫兵喜欢的游戏被抄了也千万别骂哦，那叫借鉴那叫致敬,423
歯車Haguruma,2051,作为崩坏二开始玩到崩坏三曾经米哈游的粉丝，一直期待着米哈游的新游戏，认为米哈游不会干抄袭这一手，大伟懂人心，可以做出原创的好游戏，期待崩坏4结果原神出了看pv着实吓了一跳，但心理还是多少抱着点希望，米哈游只是抄袭了丢丢，至少神庙系统不会抄吧！（疯狂心里洗白）但是实在是太失望了转黑粉,424
狍小坑的是我,1242,吃相太难看了[嘻嘻],425
附了魔的刺猬,724,臭不要脸,426
哇咔咔201811,2384,不是应该抽switch吗？,427
盐煮菠萝,2697, ,428
是草草鸭ya,2632,米裁缝,429
YXH咸鱼,1793,垃圾游戏。。,430
月见梅香,1197,为啥不送switch,431
七_弹琴去吧弹自由的琴,197,不要脸。,432
有才Keith,307, ,433
Pancras_Loe盧鵬州,2477,腾讯爸爸不管？国区switch上线也没得赚了，最大ip天下第一塞尔达被抄袭了，还不用花一分钱就能玩，谁还买你ns啊？       ,434
cryyin残吟,1803,建议角色直接用米老鼠嗷[憧憬][憧憬][憧憬],435
make_96,2230,宇宙第一神作预定嗷冲冲冲[太开心][太开心],436
非四字网友,1945,在？为什么不送switch[太开心],437
七号大狼狗,1354,真他妈悲哀。美术，特效，互动都能做出来了。还尼玛要抄袭。原创尼玛个币了。。。套个剧情就是原？,438
旧爱201108,1753,要脸不？,439
扶桑桑树,824,图片评论,440
长空sama,1229,真臭,441
艾茵哈特·斯崔特斯,756,你有能耐怎么不抽switch呢wwwww,442
万能小段JDuan,1552,  魔王来抽ps4[笑而不语],443
万能小段JDuan,1552,有ps4了，如果中奖了就把它拿出来送了吧[二哈],444
START_DASH,584,可惜有了好技术，却没有好原创~,445
团成个大球,339,[doge]好想快点玩  ,446
普通Paranoia,1999,我觉得它很像，觉得它很烂是我个人的事，我不玩就完事了。干嘛非得拉别人一起骂？,447
PlagueXXX,1340,激活码好贵啊买不起啊[二哈],448
苏茶茶的呆毛,1195,还原神作嗷？,449
斯蒂芬徐,8,  ,450
第二名太差,1937,为啥不抽NS？,451
十年待秋,2005,麻烦你们喷的别和我们抢这内测资格让我们嘴上和心里都想玩的求仁得仁行吗,452
elpsyvam,2202,我觉得一等奖应该送ns加塞尔达传说旷野之息[二哈],453
无情大手子,151,恶心,454
小创30,2676,等你公测~白嫖到关服[doge],455
只想吃不想胖的女子高中生,1063,抄袭塞尔达你好棒,456
我产品是最好的,1788,啊啊啊啊啊啊啊啊,457
仿生奶盖会梦见电子拌饭嘛,1968,真是对不起， 我塞尔达不该抄袭原神,458
清风听雨Zz,1986,洗地群号发一下[太开心],459
白水染,2641,唉~没有赶上呢~,460
pluckooo,698,带哥们加大力度，这种东西还是死了好,461
璃喵82740,2257,辣鸡厂商  本来对米哈游印象还不错，现在已经不会再去玩你们的游戏了,462
zc_铃玖,1782,非常期待了,463
zc_铃玖,1782,好玩就玩爆、就吹爆，最近什么好游戏都没有,464
雾天购雾,792,无耻的抄袭人,465
话很多的AV男优,2092,你怎么不抽switch,466
独行白夜,1738,真的不要脸啊米哈游,467
迈克sssss,2049,希望原神改成多人在线游戏，而不是单机,468
迈克sssss,2049,我就是喜欢米哈游，来喷死我吧,469
东木火火火火,126,怎么不送人switch玩塞尔达？？？真有脸,470
